# x y x_over_c Cp side
0.0167557 0.0217889 0.0167557 0.146133 U
0.0219846 0.0247238 0.0219846 0.0149228 U
0.957214 0.0094473 0.957214 0.113817 U
0.897701 0.016949 0.897701 0.0192029 U
0.0036099 0.0098344 0.0036099 0.931915 U
0.948291 0.0106066 0.948291 0.097259 U
0.835147 0.0242872 0.835147 -0.0506357 U
0.805339 0.0276011 0.805339 -0.0806029 U
0.70091 0.0382524 0.70091 -0.167 U
0.638183 0.043925 0.638183 -0.216057 U
0.0356851 0.0307996 0.0356851 -0.176137 U
0.602317 0.0469093 0.602317 -0.247105 U
0.894724 0.0173104 0.894724 0.0153909 U
0.00149405 0.00423944 0.00149405 1.26511 U
0.945316 0.0109888 0.945316 0.0918768 U
0.832167 0.0246239 0.832167 -0.0540716 U
0.802357 0.0279253 0.802357 -0.0835969 U
0.95424 0.0098358 0.95424 0.107956 U
0.697924 0.038536 0.697924 -0.169736 U
0.629218 0.0446892 0.629218 -0.223751 U
0.626229 0.0449414 0.626229 -0.226264 U
0.0643188 0.039662 0.0643188 -0.386151 U
0.599327 0.0471484 0.599327 -0.24974 U
0.144095 0.0531971 0.144095 -0.556423 U
0.500601 0.0541176 0.500601 -0.331713 U
0.539508 0.051592 0.539508 -0.299122 U
0.497607 0.0542968 0.497607 -0.333461 U
0.665073 0.0415699 0.665073 -0.196678 U
0.0759935 0.0424208 0.0759935 -0.439945 U
0.635195 0.0441809 0.635195 -0.218855 U
0.793412 0.028889 0.793412 -0.090632 U
0.383762 0.0595245 0.383762 -0.436436 U
0.42872 0.0578832 0.42872 -0.397953 U
0.431716 0.0577534 0.431716 -0.396133 U
0.969107 0.00787726 0.969107 0.144139 U
0.416733 0.0583742 0.416733 -0.40615 U
0.524547 0.052604 0.524547 -0.312847 U
0.0847978 0.0442746 0.0847978 -0.466689 U
0.590357 0.0478556 0.590357 -0.257172 U
0.536516 0.0517981 0.536516 -0.301666 U
0.38676 0.0594329 0.38676 -0.433907 U
0.739715 0.0344687 0.739715 -0.137039 U
0.380764 0.0596132 0.380764 -0.438527 U
0.0142282 0.0201759 0.0142282 0.198628 U
0.488625 0.0548248 0.488625 -0.340894 U
0.662086 0.041837 0.662086 -0.198932 U
0.688966 0.0393794 0.688966 -0.177358 U
0.093635 0.0459651 0.093635 -0.491652 U
0.864943 0.0208649 0.864943 -0.0213135 U
0.885791 0.0183892 0.885791 0.00437404 U
0.92449 0.0136394 0.92449 0.0543814 U
0.790429 0.0292076 0.790429 -0.0929067 U
0.0328951 0.0296996 0.0328951 -0.12988 U
0.096813 -0.0460224 0.096813 -0.550039 L
0.981003 0.00632099 0.981003 0.180464 U
0.170962 0.0557898 0.170962 -0.566342 U
0.96022 -0.0043645 0.96022 0.11348 L
0.144353 -0.0524923 0.144353 -0.601907 L
0.191898 0.0573571 0.191898 -0.565872 U
0.200878 0.0579229 0.200878 -0.564262 U
0.161999 0.0550034 0.161999 -0.565743 U
0.209861 0.0584288 0.209861 -0.560946 U
0.515568 0.0531879 0.515568 -0.320957 U
0.470658 0.0558334 0.470658 -0.358086 U
0.273098 -0.0591797 0.273098 -0.563576 L
0.509582 0.0535666 0.509582 -0.325586 U
0.476648 0.0555047 0.476648 -0.352357 U
0.566432 0.0496656 0.566432 -0.273576 U
0.345075 -0.0587415 0.345075 -0.498585 L
0.521554 0.0528007 0.521554 -0.315312 U
0.482636 0.0551683 0.482636 -0.346972 U
0.282096 -0.0592557 0.282096 -0.557441 L
0.596337 0.0473859 0.596337 -0.252405 U
0.24611 -0.0586989 0.24611 -0.579271 L
0.617263 0.0456902 0.617263 -0.234038 U
0.56045 0.050104 0.56045 -0.278988 U
0.324083 -0.059092 0.324083 -0.518155 L
0.587367 0.0480878 0.587367 -0.258909 U
0.662282 -0.038601 0.662282 -0.208451 L
0.611285 0.0461824 0.611285 -0.239385 U
0.39304 -0.0573215 0.39304 -0.450972 L
0.572648 -0.0464239 0.572648 -0.28136 L
0.494613 0.0544744 0.494613 -0.335997 U
0.533524 0.0520023 0.533524 -0.304199 U
0.407742 0.0587174 0.407742 -0.413468 U
0.0556258 0.0373422 0.0556258 -0.333417 U
0.0221052 -0.0246161 0.0221052 0.00275838 L
0.413736 0.0584909 0.413736 -0.408336 U
