# 
x,y,rho,u,v,P,e_internal
0.8525,0.75,0.265679,0.927521,2.80793e-16,0.303147,0.872149
0.8575,0.75,0.26566,0.927534,2.97712e-16,0.303151,0.872155
0.8625,0.75,0.265621,0.927549,3.11695e-16,0.303156,0.872153
0.8675,0.75,0.265587,0.927564,3.40807e-16,0.303161,0.872155
0.8725,0.75,0.265575,0.927578,3.91055e-16,0.303165,0.872163
0.8775,0.75,0.265581,0.927585,4.71397e-16,0.303167,0.872173
0.8825,0.75,0.265594,0.927579,5.27605e-16,0.303166,0.872174
0.8875,0.75,0.265601,0.927562,5.19582e-16,0.30316,0.872157
0.8925,0.75,0.265597,0.927531,5.0085e-16,0.30315,0.872124
0.8975,0.75,0.265582,0.927494,4.01237e-16,0.303138,0.872078
0.9025,0.75,0.265559,0.927445,4.96451e-16,0.303121,0.872012
0.9075,0.75,0.265545,0.927404,3.46326e-16,0.303112,0.871973
0.9125,0.75,0.265555,0.927474,5.12134e-16,0.303131,0.872045
0.9175,0.75,0.265542,0.92742,3.62387e-16,0.303109,0.87197
0.9225,0.75,0.265253,0.926112,4.09128e-16,0.302672,0.87043
0.9275,0.75,0.263702,0.918773,3.64844e-16,0.300216,0.86184
0.9325,0.75,0.255854,0.880419,3.57997e-16,0.287694,0.818397
0.9375,0.75,0.220003,0.689595,2.61322e-16,0.232346,0.633175
0.9425,0.75,0.150839,0.22052,7.51948e-17,0.13286,0.335818
0.9475,0.75,0.126969,0.0168171,1.03068e-18,0.102236,0.255608
0.9525,0.75,0.12517,0.00160509,9.55591e-19,0.100191,0.250477
0.9575,0.75,0.124987,-8.88723e-05,-7.21139e-18,0.099985,0.249962
0.9625,0.75,0.125002,1.34271e-05,-4.62155e-18,0.100002,0.250006
0.9675,0.75,0.125009,7.55727e-05,-7.27382e-18,0.10001,0.250025
0.9725,0.75,0.125,1.81204e-06,-4.35652e-18,0.1,0.250001
0.9775,0.75,0.124998,-1.74476e-05,1.3548e-19,0.0999977,0.249994
0.9825,0.75,0.125,2.35061e-06,5.20469e-18,0.1,0.250001
0.9875,0.75,0.125001,4.98146e-06,1.25322e-17,0.100001,0.250002
0.9925,0.75,0.125,-1.07701e-06,1.58274e-17,0.0999999,0.25
0.9975,0.75,0.125,-1.17708e-06,2.41695e-17,0.0999998,0.25
